λ,Lq,s,μ,ρ,Wq
9.208800316,11.46360016,6,9.9521,0.1542,0.0001
6.74819994,1.873000026,3,9.3488,0.2406,0.0035
9.934800148,0.5625,5,19.1146,0.104,0
10.1001997,3.812200069,4,12.2794,0.2056,0.0008
11.46339989,18.4552002,8,12.0541,0.1189,0
13.10490036,8.801199913,1,14.4548,0.9066,0.6716
17.73390007,18.95140076,9,18.6249,0.1058,0
15.59189987,13.6281004,6,16.6625,0.156,0.0001
10.58720016,5.645999908,10,12.2128,0.0867,0
8.503000259,3.147900105,3,10.658,0.2659,0.0038
5.874599934,14.73190022,8,6.2494,0.1175,0
3.87680006,15.59399986,8,4.1112,0.1179,0
19.3178997,2.81159997,3,24.6931,0.2608,0.0016
12.58269978,12.89159966,9,13.4929,0.1036,0
18.11809921,19.71069908,3,18.9949,0.3179,0.0032
7.805799961,15.96959972,3,8.2673,0.3147,0.0071
10.31529999,6.289700031,7,11.7545,0.1254,0
7.281000137,5.073400021,4,8.509,0.2139,0.0013
5.897600174,17.25690079,8,6.2216,0.1185,0
8.277099609,5.077199936,6,9.6722,0.1426,0.0001
1.660899997,8.980699539,5,1.8289,0.1816,0.002
3.331700087,15.79679966,8,3.5307,0.118,0
8.81799984,12.30220032,6,9.4844,0.155,0.0001
19.73530006,7.301599979,10,22.1442,0.0891,0
9.358099937,10.34759998,5,10.1887,0.1837,0.0004
11.7656002,0.227699995,4,31.2314,0.0942,0.0001
12.15610027,1.340800047,6,18.2087,0.1113,0
4.672200203,11.09000015,3,5.0611,0.3077,0.011
18.8321991,6.415699959,10,21.4137,0.0879,0
15.41049957,2.594700098,10,19.9893,0.0771,0
13.36079979,2.429199934,4,17.5484,0.1903,0.0005
16.12639999,18.95219994,1,16.9366,0.9522,1.1752
13.43029976,19.77300072,2,14.0783,0.477,0.0232
16.3906002,6.188899994,10,18.7106,0.0876,0
12.55249977,5.186600208,2,14.6291,0.429,0.0176
17.18320084,17.46039963,9,18.1166,0.1054,0
2.921600103,9.569800377,2,3.2003,0.4565,0.0922
7.627600193,3.363600016,9,9.4567,0.0896,0
3.023900032,0.794700027,8,5.2257,0.0723,0
4.47510004,7.249400139,5,5.0249,0.1781,0.0007
13.9968996,1.518900037,9,20.3387,0.0765,0
1.33949995,5.534999847,3,1.5488,0.2883,0.0311
18.73920059,11.9975996,2,20.189,0.4641,0.0152
17.68120003,13.01659966,5,18.9487,0.1866,0.0002
4.769100189,17.89590073,4,5.0222,0.2374,0.0029
19.54170036,13.18159962,4,20.9261,0.2335,0.0007
10.83460045,3.101799965,10,13.6144,0.0796,0
16.02770042,13.52159977,7,17.1364,0.1336,0
7.272699833,7.538499832,4,8.1352,0.2235,0.0016
8.545999527,5.844399929,5,9.8187,0.1741,0.0003
9.11839962,9.976699829,8,9.9555,0.1145,0
1.787400007,11.58670044,4,1.9302,0.2315,0.0071
3.964400053,15.84729958,5,4.2005,0.1888,0.001
19.4612999,12.12679958,7,20.9519,0.1327,0
17.57040024,10.05379963,6,19.172,0.1527,0.0001
10.78009987,4.096700191,6,12.9676,0.1386,0.0001
13.22249985,14.78489971,5,14.0634,0.188,0.0003
8.693499565,19.69490051,5,9.1145,0.1908,0.0005
4.84250021,12.32719994,7,5.2078,0.1328,0.0001
7.872700214,11.99890041,5,8.4817,0.1856,0.0005
3.847300053,12.87699986,10,4.1259,0.0932,0
18.44510078,5.277299881,3,21.4506,0.2866,0.0022
8.758399963,7.353600025,8,9.8206,0.1115,0
10.47859955,10.30290031,1,11.4124,0.9182,0.9832
18.56110001,5.211299896,10,21.619,0.0859,0
15.21570015,4.664899826,2,17.9765,0.4232,0.0139
12.81379986,17.25209999,3,13.5179,0.316,0.0044
3.058199883,18.08119965,5,3.2189,0.19,0.0013
12.5078001,3.438199997,5,15.4524,0.1619,0.0002
13.30160046,2.711199999,7,17.1147,0.111,0
12.67619991,5.704400063,10,14.6049,0.0868,0
3.619100094,8.468400002,10,4.0053,0.0904,0
14.75339985,5.770699978,9,16.9754,0.0966,0
8.296199799,3.332400084,5,10.3012,0.1611,0.0003
6.684800148,7.954699993,8,7.4399,0.1123,0
16.21520042,18.66180038,3,17.0419,0.3172,0.0035
4.785699844,6.984099865,1,5.3937,0.8873,1.4594
5.58949995,19.5067997,7,5.8627,0.1362,0.0001
5.350900173,0.809400022,2,9.1971,0.2909,0.0128
2.447700024,19.9211998,1,2.565,0.9543,8.1387
17.01429939,8.41629982,2,18.84,0.4515,0.0153
10.86859989,3.275500059,5,13.5334,0.1606,0.0002
2.857700109,12.63790035,3,3.0683,0.3105,0.0186
4.964600086,7.568799973,9,5.5512,0.0994,0
17.27070045,7.967700005,7,19.2186,0.1284,0
1.617300034,15.74199963,3,1.7142,0.3145,0.0342
5.559999943,13.37170029,5,5.9486,0.1869,0.0007
4.960700035,10.98950005,8,5.3771,0.1153,0
7.308499813,10.1012001,4,7.9718,0.2292,0.0017
12.61639977,17.07229996,10,13.3165,0.0947,0
3.484899998,4.505000114,10,4.1366,0.0842,0
7.677599907,3.630399942,2,9.4041,0.4082,0.0245
15.30290031,15.84220028,2,16.2145,0.4719,0.0197
12.4435997,16.49500084,8,13.1571,0.1182,0
17.83090019,9.094400406,6,19.6134,0.1515,0.0001
13.90400028,13.00139999,9,14.9018,0.1037,0
10.35099983,12.7784996,9,11.106,0.1036,0
7.97329998,2.301100016,1,10.5837,0.7534,0.2886
15.46870041,1.758999944,8,21.7291,0.089,0
10.47529984,10.67459965,8,11.3787,0.1151,0
6.971899986,5.060599804,10,8.1504,0.0855,0
15.87699986,11.84399986,3,17.1202,0.3091,0.0033
13.44069958,18.68059921,7,14.1253,0.1359,0
17.7737999,2.285000086,4,23.6256,0.1881,0.0004
17.60650063,3.401400089,6,21.7891,0.1347,0
15.12290001,1.539800048,8,21.9038,0.0863,0
12.46150017,7.603199959,8,13.9279,0.1118,0
4.228700161,17.52969933,2,4.4575,0.4743,0.0724
5.1177001,15.07619953,3,5.4372,0.3137,0.0107
13.4762001,16.86709976,9,14.2327,0.1052,0
6.416999817,17.83340073,9,6.7586,0.1055,0
9.816100121,0.168500006,8,29.3198,0.0418,0
6.289999962,13.92300034,8,6.7133,0.1171,0
18.99880028,2.366699934,5,25.0799,0.1515,0.0001
10.86550045,10.24050045,5,11.8393,0.1836,0.0003
3.558900118,18.02359962,4,3.7465,0.2375,0.0039
8.33010006,10.34200001,3,9.0699,0.3061,0.0061
11.54959965,11.64229965,5,12.4685,0.1853,0.0003
15.5369997,7.256100178,3,17.4441,0.2969,0.003
7.02699995,12.97990036,2,7.5321,0.4665,0.0412
15.36629963,1.296300054,3,23.2132,0.2207,0.0012
9.284500122,17.35989952,7,9.7916,0.1355,0
12.83329964,2.874200106,4,16.3401,0.1963,0.0006
8.837100029,10.98460007,5,9.5793,0.1845,0.0004
19.94890022,0.311199993,5,47.0996,0.0847,0
2.155999899,1.247900009,3,3.2887,0.2185,0.008
7.328100204,12.65159988,3,7.8676,0.3105,0.0072
12.15270042,12.04749966,6,13.0893,0.1547,0.0001
12.55010033,7.474599838,1,14.0499,0.8933,0.5956
18.41360092,4.097400188,5,22.1496,0.1663,0.0001
6.267099857,3.707400084,10,7.6516,0.0819,0
6.184299946,0.240799993,10,16.0686,0.0385,0
10.06400013,19.43689919,8,10.5576,0.1192,0
1.103800058,15.76189995,10,1.1699,0.0944,0
10.06760025,4.723100185,5,11.8748,0.1696,0.0003
13.6892004,13.69929981,5,14.6246,0.1872,0.0003
8.306400299,19.4109993,1,8.7143,0.9532,2.3369
7.5697999,5.15749979,1,8.8283,0.8574,0.6813
2.819200039,15.94309998,10,2.9861,0.0944,0
5.471600056,14.62020016,6,5.8232,0.1566,0.0002
10.51519966,7.172200203,9,11.8195,0.0988,0
9.951700211,10.26249981,2,10.8418,0.459,0.0276
18.78289986,19.17379951,9,19.7161,0.1059,0
4.882599831,19.26339912,8,5.1241,0.1191,0
17.85000038,9.05850029,4,19.6409,0.2272,0.0007
18.68659973,8.118100166,5,20.7587,0.18,0.0002
18.8920002,7.784500122,1,21.0682,0.8967,0.4121
2.320199966,7.951099873,4,2.5824,0.2246,0.0049
19.89229965,7.970300198,6,22.1352,0.1498,0
16.00830078,4.827799797,5,18.8276,0.1701,0.0002
14.25129986,16.70680046,3,15.0586,0.3155,0.0039
2.729099989,15.06799984,2,2.8996,0.4706,0.1092
4.145699978,13.37040043,6,4.4355,0.1558,0.0003
3.447599888,5.557600021,2,3.9844,0.4326,0.0657
18.63780022,12.43480015,1,20.0323,0.9304,0.6672
16.10099983,19.06150055,10,16.9055,0.0952,0
3.535300016,11.28419971,6,3.8249,0.154,0.0003
11.33220005,4.535900116,6,13.4389,0.1405,0.0001
1.000200033,3.02519989,5,1.2622,0.1585,0.002
9.974599838,12.44120026,6,10.7206,0.1551,0.0001
10.90839958,14.29969978,1,11.6243,0.9384,1.3109
13.28649998,15.05389977,3,14.1172,0.3137,0.0041
8.958999634,8.097100258,8,9.9548,0.1125,0
13.93529987,11.77950001,7,15.032,0.1324,0
7.533899784,11.56709957,3,8.137,0.3086,0.0069
11.73190022,19.46500015,5,12.3065,0.1907,0.0003
7.306799889,8.832099915,3,8.0571,0.3023,0.0067
15.11540031,7.711200237,7,16.8716,0.128,0
10.60289955,18.79949951,9,11.1397,0.1058,0
9.386799812,19.18530083,9,9.8529,0.1059,0
1.508000016,17.97439957,6,1.5877,0.1583,0.0008
5.693999767,14.93340015,10,6.0527,0.0941,0
6.728000164,8.272199631,8,7.4614,0.1127,0
18.76609993,4.693200111,6,22.1533,0.1412,0
9.198599815,9.830699921,9,10.0546,0.1017,0
11.3973999,2.20600009,8,15.257,0.0934,0
18.44409943,18.82299995,10,19.3768,0.0952,0
14.68200016,5.529699802,2,16.978,0.4324,0.0154
12.68700027,10.27000046,2,13.821,0.459,0.0216
5.998400211,2.351200104,8,7.9285,0.0946,0
18.70750046,5.852399826,3,21.4901,0.2902,0.0023
19.74340057,0.298500001,10,47.3326,0.0417,0
6.452899933,6.723999977,8,7.3011,0.1105,0
15.81690025,2.253799915,8,21.0821,0.0938,0
16.39679909,11.32330036,10,17.7356,0.0925,0
18.85589981,6.665500164,8,21.3539,0.1104,0
6.64839983,18.18689919,7,6.9958,0.1358,0.0001
15.21949959,12.86100006,6,16.3229,0.1554,0.0001
8.81210041,13.76109982,7,9.4117,0.1338,0
6.722300053,11.35910034,9,7.2695,0.1027,0
3.596999884,5.215199947,8,4.1892,0.1073,0
12.11979961,19.18260002,8,12.7217,0.1191,0
10.17580032,18.25359917,1,10.7057,0.9505,1.7938
16.34199905,0.170599997,9,48.5713,0.0374,0
9.294500351,19.92819977,4,9.7396,0.2386,0.0015
19.47830009,10.29100037,4,21.216,0.2295,0.0006
4.131800175,6.451200008,9,4.6954,0.0978,0
14.51140022,7.953199863,4,16.1508,0.2246,0.0008
9.9083004,16.00749969,10,10.4928,0.0944,0
7.802299976,9.320699692,3,8.5649,0.3037,0.0063
10.24610043,6.566899776,10,11.6217,0.0882,0
6.323900223,8.623200417,3,6.9876,0.3017,0.0076
13.27779961,18.69720078,3,13.9536,0.3172,0.0043
9.645999908,3.469199896,3,11.8998,0.2702,0.0035
17.50639915,3.375999928,5,21.6915,0.1614,0.0001
6.669400215,5.158899784,3,7.7779,0.2858,0.0061
1.414100051,14.80389977,4,1.5039,0.2351,0.0095
15.11050034,13.99619961,5,16.1224,0.1874,0.0002
12.82240009,8.216400146,4,14.2287,0.2253,0.0009
11.73509979,19.60149956,6,12.306,0.1589,0.0001
16.00049973,2.696799994,8,20.6073,0.0971,0
19.34359932,6.223899841,8,22.0679,0.1096,0
9.525600433,8.988499641,1,10.4881,0.9082,0.9436
8.504799843,3.05430007,3,10.715,0.2646,0.0037
15.89179993,2.307600021,8,21.0829,0.0942,0
13.04039955,19.53720093,3,13.6768,0.3178,0.0044
18.86949921,0.155200005,9,58.2528,0.036,0
3.259299994,5.683499813,7,3.7568,0.1239,0.0001
19.61499977,5.130300045,3,22.8912,0.2856,0.0021
10.94239998,17.38319969,5,11.5393,0.1897,0.0004
2.52940011,12.74190044,6,2.7144,0.1553,0.0004
12.07629967,6.71750021,9,13.665,0.0982,0
19.86870003,4.221600056,1,23.798,0.8349,0.2125
4.338200092,17.27169991,8,4.5763,0.1185,0
15.10239983,4.336400032,9,18.0211,0.0931,0
13.33010006,4.447400093,3,15.8507,0.2803,0.0029
12.02359962,4.200799942,1,14.4116,0.8343,0.3494
8.563300133,0.775099993,1,14.909,0.5744,0.0905
4.607600212,9.089300156,8,5.0684,0.1136,0
14.19229984,6.22660017,10,16.1903,0.0877,0
3.622100115,11.2493,6,3.9196,0.154,0.0003
15.49989986,3.528000116,1,19.0707,0.8128,0.2276
11.98589993,7.713200092,3,13.3781,0.2986,0.0039
3.131099939,18.47130013,8,3.2923,0.1189,0
4.87869978,3.111299992,3,6.1272,0.2654,0.0066
3.077399969,5.227700233,6,3.583,0.1431,0.0003
9.600099564,17.4836998,9,10.1209,0.1054,0
16.41160011,16.65990067,7,17.3438,0.1352,0
19.17950058,19.09350014,9,20.1363,0.1058,0
1.771700025,19.63409996,8,1.8578,0.1192,0.0001
5.734799862,2.238699913,9,7.6541,0.0832,0
14.5958004,15.33329964,4,15.4926,0.2355,0.0009
14.58259964,10.06499958,9,15.9105,0.1018,0
9.105899811,4.569300175,9,10.788,0.0938,0
16.09670067,2.378499985,5,21.2283,0.1517,0.0001
6.042600155,18.09530067,7,6.3599,0.1357,0.0001
9.31799984,8.457500458,5,10.3134,0.1807,0.0003
18.14970016,11.91819954,3,19.5626,0.3093,0.0029
16.31399918,4.866000175,5,19.1675,0.1702,0.0002
18.40789986,7.611700058,4,20.5719,0.2237,0.0006
5.28760004,18.26510048,1,5.5628,0.9505,3.4543
8.019800186,17.62800026,8,8.4515,0.1186,0
8.43710041,13.22659969,2,9.0329,0.467,0.0344
13.14410019,15.61100006,10,13.9381,0.0943,0
16.56520081,5.044499874,2,19.3731,0.4275,0.0132
10.37979984,11.70839977,9,11.2013,0.103,0
11.43830013,17.54820061,9,12.0567,0.1054,0
9.000900269,12.88430023,4,9.6523,0.2331,0.0014
2.896199942,5.914700031,2,3.323,0.4358,0.08
4.940199852,8.231800079,1,5.4811,0.9013,1.6663
13.71140003,4.481200218,1,16.2873,0.8418,0.3268
15.52460003,19.28520012,5,16.2917,0.1906,0.0003
12.19820023,19.55739975,4,12.7929,0.2384,0.0012
4.958300114,15.33290005,5,5.263,0.1884,0.0008
1.57249999,7.238399982,2,1.7659,0.4452,0.1579
4.558400154,13.72949982,4,4.8692,0.234,0.0029
19.06060028,16.21680069,3,20.1712,0.315,0.0029
9.738300323,5.208899975,2,11.3433,0.4293,0.0227
6.759300232,15.59539986,3,7.168,0.3143,0.0082
14.74260044,4.195899963,8,17.6735,0.1043,0
10.2446003,7.699500084,8,11.4365,0.112,0
14.13129997,4.119699955,7,16.9851,0.1189,0
1.931499958,5.889900208,4,2.2172,0.2178,0.0053
9.014100075,17.72540092,8,9.4968,0.1186,0
13.18319988,17.37470055,2,13.9027,0.4741,0.0232
18.03510094,2.387399912,8,23.7674,0.0949,0
5.170599937,11.0223999,6,5.6035,0.1538,0.0002
17.10680008,10.42140007,6,18.6153,0.1532,0.0001
10.48149967,10.17389965,3,11.4265,0.3058,0.0048
16.8946991,4.396900177,10,20.121,0.084,0
13.48009968,10.45559978,5,14.6652,0.1838,0.0003
12.05150032,17.45000076,9,12.7065,0.1054,0
6.416399956,2.591399908,4,8.3248,0.1927,0.0011
11.20170021,18.59550095,7,11.7748,0.1359,0
12.28530025,0.215200007,2,33.3286,0.1843,0.0016
14.67580032,3.039700031,4,18.5048,0.1983,0.0005
17.43639946,12.68369961,4,18.717,0.2329,0.0007
15.99470043,7.492800236,5,17.902,0.1787,0.0002
3.933199883,2.888799906,9,5.0035,0.0873,0
8.104200363,10.48149967,6,8.815,0.1532,0.0001
5.662399769,10.06999969,4,6.1778,0.2291,0.0022
13.35919952,17.66119957,4,14.077,0.2373,0.001
17.19309998,17.62700081,8,18.1187,0.1186,0
4.258200169,12.12889957,4,4.5843,0.2322,0.003
2.386600018,5.93200016,4,2.7374,0.218,0.0043
18.92749977,9.7354002,8,20.7048,0.1143,0
2.755700111,10.14260006,2,3.0049,0.4585,0.0993
15.35589981,19.39800072,9,16.1104,0.1059,0
3.573600054,3.013799906,10,4.5126,0.0792,0
15.37870026,8.412699699,7,17.0295,0.129,0
13.73390007,2.710900068,6,17.6713,0.1295,0
6.412499905,12.76720047,9,6.8806,0.1036,0
17.35950089,5.622000217,6,20.0349,0.1444,0
18.93899918,12.45289993,10,20.3541,0.093,0
6.16230011,4.170000076,8,7.3939,0.1042,0
18.73999977,11.77760029,6,20.2151,0.1545,0.0001
16.55240059,9.625699997,6,18.123,0.1522,0.0001
12.88129997,4.678100109,10,15.2128,0.0847,0
19.49749947,19.92009926,3,20.4315,0.3181,0.0029
8.447400093,5.032700062,2,9.8822,0.4274,0.0258
5.1322999,12.45670033,7,5.5157,0.1329,0.0001
14.0255003,1.97329998,8,19.2138,0.0912,0
15.11789989,1.924200058,5,20.8222,0.1452,0.0001
7.940299988,0.198500007,3,22.229,0.1191,0.0003
8.751099586,3.108999968,4,10.992,0.199,0.0009
6.238100052,5.285600185,7,7.2531,0.1229,0
18.82379913,18.70770073,5,19.7813,0.1903,0.0002
2.42140007,14.00349998,2,2.5835,0.4686,0.1214
8.232500076,12.13939953,9,8.8625,0.1032,0
6.932899952,9.624799728,8,7.5908,0.1142,0
16.33740044,5.358399868,7,18.964,0.1231,0
15.39019966,2.238699913,7,20.541,0.107,0
6.072100163,1.666800022,2,8.6341,0.3516,0.0196
19.57019997,14.0632,8,20.8748,0.1172,0
19.80270004,13.52670002,8,21.172,0.1169,0
4.143099785,9.757800102,8,4.5313,0.1143,0
16.93740082,15.37300014,4,17.9755,0.2356,0.0008
5.157400131,11.73560047,2,5.5647,0.4634,0.0549
1.285599947,1.425600052,2,1.8968,0.3389,0.0831
2.273400068,0.476500005,5,4.6207,0.0984,0.0002
1.167700052,8.502099991,1,1.2918,0.9039,7.2811
5.748600006,19.83919907,1,6.0251,0.9541,3.4511
16.27389908,3.83039999,8,19.771,0.1029,0
15.1711998,7.373600006,4,17.0066,0.223,0.0007
7.274199963,17.86079979,2,7.6609,0.4748,0.0422
1.945000052,9.633700371,4,2.1294,0.2283,0.0062
4.177299976,2.078999996,1,5.6602,0.738,0.4977
10.52359962,2.489900112,4,13.7568,0.1912,0.0006
10.44019985,11.81820011,3,11.2593,0.3091,0.005
17.39450073,16.44149971,6,18.3949,0.1576,0.0001
6.827400208,14.07180023,1,7.2823,0.9375,2.0611
3.81430006,6.929100037,1,4.3023,0.8866,1.8166
17.02050018,0.305900007,8,40.4392,0.0526,0
14.29199982,9.647299767,7,15.6453,0.1305,0
6.977399826,4.271699905,2,8.3434,0.4181,0.0291
10.82409954,0.85710001,8,18.2956,0.074,0
17.04199982,4.818099976,2,20.0486,0.425,0.0125
16.87899971,2.698400021,2,21.7364,0.3883,0.0095
13.80280018,13.70409966,6,14.7456,0.156,0.0001
19.13080025,13.50249958,1,20.4559,0.9352,0.7058
12.70339966,8.411399841,9,14.0672,0.1003,0
6.944300175,3.104500055,1,8.7247,0.7959,0.4471
15.40079975,9.956899643,5,16.8173,0.1832,0.0002
16.60880089,13.15620041,3,17.7876,0.3112,0.0032
8.87539959,5.704999924,9,10.2257,0.0964,0
9.32310009,2.437999964,4,12.2367,0.1905,0.0007
7.290200233,17.18040085,1,7.6923,0.9477,2.3566
19.92950058,17.17180061,4,21.0294,0.2369,0.0007
3.600399971,12.8803997,7,3.8611,0.1332,0.0001
6.397999763,6.333499908,5,7.2852,0.1756,0.0005
1.912199974,6.087600231,7,2.1869,0.1249,0.0001
8.061100006,1.965299964,8,11.0526,0.0912,0
16.59280014,17.68190002,1,17.4834,0.9491,1.0656
4.59800005,4.488299847,1,5.4606,0.842,0.9761
19.12940025,3.953799963,10,23.1307,0.0827,0
7.768899918,13.01509953,8,8.3259,0.1166,0
3.738800049,9.416099548,2,4.1008,0.4559,0.0718
5.899300098,0.662199974,8,10.7762,0.0684,0
19.72649956,4.616899967,1,23.338,0.8453,0.234
8.114700317,14.86250019,2,8.6282,0.4702,0.0366
18.5965004,8.9520998,8,20.4826,0.1135,0
17.3246994,2.677599907,9,22.3419,0.0862,0
9.910099983,18.47739983,8,10.4202,0.1189,0
7.957499981,1.110700011,1,12.5135,0.6359,0.1396
12.89589977,18.7215004,1,13.5514,0.9516,1.4517
3.444200039,12.41899967,10,3.7022,0.093,0
12.80860043,2.498100042,10,16.7333,0.0765,0
6.453100204,4.425899982,6,7.6785,0.1401,0.0001
17.03879929,12.71860027,2,18.287,0.4659,0.0169
9.874400139,15.83390045,5,10.4629,0.1887,0.0004
1.972300053,10.20440006,4,2.1496,0.2294,0.0063
12.55410004,6.536600113,10,14.2465,0.0881,0
16.59910011,6.499899864,6,18.8481,0.1468,0.0001
1.778900027,12.93190002,9,1.9072,0.1036,0
5.873300076,1.684200048,4,8.3316,0.1762,0.0009
16.51000023,8.233799934,7,18.3173,0.1288,0
18.82220078,7.184500217,8,21.1533,0.1112,0
6.368100166,7.785299778,6,7.1016,0.1495,0.0002
3.405699968,13.58790016,9,3.6402,0.104,0
18.36720085,19.3708992,1,19.2709,0.9531,1.0546
5.125699997,3.454200029,9,6.3277,0.09,0
8.399399757,18.52899933,6,8.8306,0.1585,0.0001
9.385399818,9.128399849,2,10.3204,0.4547,0.0283
18.46890068,8.864100456,4,20.359,0.2268,0.0006
16.59889984,15.55309963,6,17.6051,0.1571,0.0001
16.67690086,7.360099792,5,18.6978,0.1784,0.0002
8.050299644,8.081000328,9,8.9467,0.1,0
7.955299854,14.69190025,4,8.4642,0.235,0.0017
11.5031004,5.287700176,4,13.3742,0.215,0.0009
16.55179977,10.5383997,6,17.9963,0.1533,0.0001
19.55990028,16.78380013,10,20.6631,0.0947,0
16.26350021,13.89509964,5,17.36,0.1874,0.0002
7.771299839,6.027299881,5,8.8975,0.1747,0.0004
17.4218998,8.386199951,8,19.2974,0.1129,0
14.49580002,18.13689995,4,15.2553,0.2376,0.001
6.627200127,12.57750034,9,7.1178,0.1035,0
16.50860023,12.70349979,5,17.7193,0.1863,0.0002
5.232200146,15.28829956,1,5.5546,0.942,2.922
18.36149979,1.603399992,5,26.3433,0.1394,0.0001
18.57719994,15.9048996,1,19.6798,0.944,0.8562
13.49180031,11.81040001,1,14.551,0.9272,0.8754
8.974300385,9.692000389,8,9.8205,0.1142,0
7.082099915,13.20860004,1,7.5829,0.934,1.8651
6.441299915,18.10589981,6,6.7793,0.1584,0.0002
5.66960001,11.40470028,10,6.1294,0.0925,0
15.18669987,4.106900215,3,18.2619,0.2772,0.0024
11.50500011,5.540500164,9,13.3011,0.0961,0
19.84379959,12.4715004,7,21.3245,0.1329,0
2.66260004,11.10550022,5,2.884,0.1846,0.0013
15.45499992,15.10529995,6,16.4181,0.1569,0.0001
12.8991003,7.749400139,3,14.3911,0.2988,0.0036
4.206299782,1.35529995,4,6.2838,0.1673,0.001
7.263299942,12.09440041,8,7.821,0.1161,0
15.91149998,13.32209969,3,17.0276,0.3115,0.0034
9.455400467,15.54819965,10,10.0288,0.0943,0
19.24679947,6.17320013,10,21.9772,0.0876,0
5.936100006,7.115699768,7,6.6777,0.127,0.0001
8.735300064,13.4545002,5,9.3424,0.187,0.0004
6.786600113,1.212200046,9,10.4296,0.0723,0
1.480700016,17.40369987,2,1.5614,0.4742,0.2065
16.31719971,10.47579956,1,17.7491,0.9193,0.642
19.65250015,4.262199879,3,23.5073,0.2787,0.0019
8.427399635,3.57949996,9,10.3453,0.0905,0
1.719900012,4.587999821,4,2.0365,0.2111,0.0054
1.7148,8.043999672,10,1.9065,0.0899,0
3.436100006,18.56760025,7,3.6121,0.1359,0.0001
6.334400177,18.0503006,1,6.6678,0.95,2.8496
4.573200226,6.329400063,1,5.2077,0.8782,1.384
13.60859966,7.251900196,3,15.2799,0.2969,0.0034
5.405900002,3.255300045,7,6.7382,0.1146,0
9.38599968,6.587600231,1,10.6426,0.8819,0.7019
13.94649982,0.294,8,33.623,0.0518,0
11.15079975,7.093699932,10,12.5477,0.0889,0
18.92860031,9.27270031,2,20.7874,0.4553,0.0141
14.88239956,7.716800213,8,16.6103,0.112,0
5.542300224,13.21030045,9,5.9341,0.1038,0
3.664900064,8.126000404,5,4.0709,0.1801,0.0009
13.91779995,1.629500031,4,19.8934,0.1749,0.0004
18.04590034,6.525700092,8,20.4823,0.1101,0
12.36030006,10.86940002,9,13.4086,0.1024,0
3.146500111,2.467900038,7,4.1202,0.1091,0.0001
3.334000111,9.397999763,2,3.6574,0.4558,0.0804
2.520499945,4.664700031,9,2.9778,0.094,0
1.196699977,8.124799728,2,1.3293,0.4501,0.2151
14.76329994,3.801100016,8,17.9566,0.1028,0
14.68430042,15.7130003,10,15.5659,0.0943,0
6.872000217,10.34679985,4,7.482,0.2296,0.0018
15.14490032,18.89240074,1,15.9081,0.952,1.2474
8.354399681,17.3696003,6,8.8105,0.158,0.0001
4.523099899,7.77159977,8,5.0449,0.1121,0
1.088400006,8.347299576,9,1.2061,0.1003,0
12.09490013,6.150700092,1,13.8163,0.8754,0.5085
3.931200027,9.98029995,4,4.292,0.229,0.0031
19.95149994,6.83370018,5,22.5362,0.1771,0.0002
10.07919979,10.00409985,7,11.0022,0.1309,0
7.23390007,11.94089985,6,7.796,0.1546,0.0002
5.176700115,0.0021,1,115.5829,0.0448,0.0004
18.11730003,18.22159958,9,19.0623,0.1056,0
9.175999641,3.217600107,8,11.4595,0.1001,0
6.545599937,7.366399765,8,7.3382,0.1115,0
8.946000099,7.366799831,4,10.0292,0.223,0.0013
8.715399742,1.320000052,6,13.1061,0.1108,0
9.632200241,2.450700045,3,12.6297,0.2542,0.0029
16.31080055,2.593300104,2,21.1592,0.3854,0.0097
14.76580048,3.568399906,1,18.135,0.8142,0.2417
6.487500191,19.5760994,1,6.8035,0.9536,3.0175
11.12310028,18.72879982,4,11.6883,0.2379,0.0013
14.60719967,16.84989929,4,15.428,0.2367,0.0009
15.33500004,1.663699985,10,21.8146,0.0703,0
2.722199917,10.49979973,10,2.9606,0.0919,0
11.24600029,9.639800072,8,12.3116,0.1142,0
17.80929947,8.427499771,6,19.718,0.1505,0.0001
6.024000168,6.271699905,2,6.8666,0.4386,0.0393
12.75489998,15.6633997,10,13.523,0.0943,0
15.01970005,9.333999634,10,16.4857,0.0911,0
14.08850002,4.679399967,9,16.6379,0.0941,0
13.37549973,3.574100018,5,16.4233,0.1629,0.0002
9.467900276,10.7013998,2,10.2825,0.4604,0.0293
6.385300159,18.52440071,3,6.7132,0.3171,0.0089
10.91300011,12.02169991,3,11.7557,0.3094,0.0048
9.603699684,11.31499958,4,10.3883,0.2311,0.0013
