rho,s,lambda,mu,Wq,W,Lq,Ls,P?
0.9107,4,17.1943,4.7201,0.4844,0.6963,8.3292,11.9719,0.089313
0.5698,8,5.3243,1.168,0.0402,0.8963,0.2138,4.7724,0.43018
0.5111,4,16.7291,8.1837,0.0146,0.1368,0.2448,2.289,0.488949
0.5634,6,14.9892,4.4339,0.0179,0.2434,0.2677,3.6483,0.436572
0.7665,1,19.3729,25.2742,0.1299,0.1695,2.5163,3.2828,0.233491
0.6794,5,1.7197,0.5062,0.4756,2.451,0.8178,4.2151,0.320554
0.1627,1,3.3805,20.7751,0.0094,0.0575,0.0316,0.1943,0.837282
0.4138,2,9.6864,11.7047,0.0203,0.1057,0.1964,1.024,0.586216
0.2879,4,17.1624,14.9044,0.0016,0.0687,0.0274,1.1789,0.712126
0.1852,8,11.4573,7.7329,0.0001,0.1294,0.001,1.4826,0.814795
0.0358,4,15.7061,109.5681,0,0.0091,0,0.1434,0.964164
0.1634,9,12.7949,8.698,0,0.115,0.0004,1.4714,0.836553
0.0593,6,5.748,16.1677,0,0.0619,0,0.3556,0.940746
0.3474,9,10.2028,3.2637,0.0013,0.3077,0.0135,3.1397,0.652649
0.4727,9,5.6955,1.3388,0.0117,0.7586,0.0665,4.3207,0.52731
0.893,9,10.2226,1.272,0.551,1.3372,5.6327,13.6695,0.107017
0.8057,5,10.2989,2.5564,0.2365,0.6277,2.4361,6.4648,0.194253
0.6918,5,15.481,4.4758,0.0585,0.2819,0.9051,4.3639,0.308237
0.2062,3,17.073,27.6007,0.0008,0.0371,0.0145,0.633,0.79381
0.1986,3,15.4864,25.9946,0.0008,0.0393,0.0129,0.6086,0.801415
0.8931,6,19.4692,3.6334,0.3146,0.5899,6.1258,11.4842,0.106925
0.5099,10,1.1761,0.2306,0.0737,4.4096,0.0867,5.1861,0.490055
0.8599,1,4.7971,5.5789,1.0999,1.2792,5.2764,6.1363,0.140128
0.6921,8,3.2128,0.5803,0.2121,1.9353,0.6813,6.2179,0.307932
0.8276,4,13.8968,4.198,0.2294,0.4676,3.1881,6.4985,0.172413
0.359,8,2.0319,0.7074,0.0099,1.4235,0.0202,2.8924,0.640973
0.4479,5,15.5605,6.9483,0.0072,0.1511,0.1121,2.3516,0.552106
0.5009,7,13.6378,3.8897,0.0092,0.2663,0.1261,3.6322,0.499126
0.7563,7,13.7045,2.5888,0.0979,0.4842,1.3419,6.6357,0.243745
0.5618,1,9.1513,16.2904,0.0787,0.1401,0.7201,1.2819,0.438239
0.875,9,7.2907,0.9258,0.6043,1.6845,4.4054,12.2808,0.124956
0.7681,1,10.1064,13.1582,0.2517,0.3277,2.5436,3.3116,0.231931
0.9667,8,11.999,1.5516,2.1659,2.8104,25.9891,33.7225,0.033324
0.7065,2,17.4968,12.3822,0.0832,0.1639,1.455,2.8681,0.293472
0.4367,4,10.6491,6.0959,0.0121,0.1762,0.1293,1.8762,0.56327
0.1523,4,2.5732,4.2227,0.0012,0.238,0.0031,0.6125,0.847655
0.3871,2,3.3718,4.3555,0.0473,0.2769,0.1595,0.9337,0.612927
0.1473,4,16.3901,27.8119,0.0002,0.0361,0.0027,0.5921,0.85267
0.319,5,5.5318,3.4683,0.0051,0.2934,0.028,1.623,0.681012
0.328,5,19.1024,11.6472,0.0016,0.0875,0.0313,1.6714,0.671982
0.0863,2,12.3986,71.8392,0.0002,0.0141,0.0027,0.1753,0.913706
0.5038,3,18.0124,11.9178,0.0161,0.1,0.2899,1.8013,0.496203
0.0985,9,6.5691,7.4118,0,0.1349,0,0.8863,0.901522
0.485,3,1.3671,0.9395,0.1835,1.2479,0.2509,1.706,0.51497
0.7738,8,8.1393,1.3148,0.183,0.9436,1.4895,7.68,0.226188
0.1612,9,9.9042,6.8275,0,0.1465,0.0003,1.451,0.838818
0.2425,9,15.6258,7.16,0.0001,0.1398,0.0023,2.1847,0.757515
0.8289,4,4.1501,1.2516,0.7783,1.5773,3.2302,6.5459,0.171054
0.2997,1,8.6384,28.8212,0.0149,0.0495,0.1283,0.428,0.700276
0.7704,1,2.4655,3.2004,1.0482,1.3607,2.5844,3.3547,0.229635
0.6089,10,12.3011,2.0202,0.0203,0.5153,0.2496,6.3388,0.391081
0.081,10,14.8434,18.3345,0,0.0545,0,0.8096,0.919041
0.1548,6,14.4247,15.5353,0.0001,0.0644,0.0011,0.9296,0.845248
0.7478,5,19.4554,5.203,0.0745,0.2667,1.4495,5.1887,0.252151
0.9463,2,1.4283,0.7547,11.3931,12.7182,16.2727,18.1653,0.053684
0.9779,4,19.9487,5.1,2.1119,2.3079,42.1291,46.0406,0.022116
0.9702,3,18.0114,6.1879,1.7131,1.8747,30.856,33.7668,0.029755
0.7758,7,12.4927,2.3005,0.1293,0.564,1.6151,7.0455,0.224236
0.3938,5,3.5755,1.8157,0.0183,0.569,0.0654,2.0346,0.606164
0.7722,6,14.5766,3.1463,0.1144,0.4323,1.6681,6.3011,0.227836
0.0182,10,13.3961,73.704,0,0.0136,0,0.1818,0.981824
0.3019,9,3.5554,1.3087,0.0019,0.766,0.0068,2.7235,0.698138
0.9813,10,7.5447,0.7689,6.4736,7.7742,48.8417,58.6543,0.018736
0.7319,10,11.9474,1.6325,0.0722,0.6848,0.8625,8.1812,0.268136
0.7111,4,5.5606,1.9548,0.2119,0.7234,1.178,4.0226,0.288859
0.0395,2,18.4808,233.7913,0,0.0043,0.0004,0.0794,0.960476
0.129,3,17.8727,46.1793,0.0002,0.0219,0.0035,0.3905,0.870991
0.6407,6,14.8907,3.8737,0.0353,0.2935,0.526,4.3701,0.359324
0.1024,1,19.9714,195.1036,0.0006,0.0057,0.0117,0.114,0.897637
0.4678,1,1.4658,3.1337,0.2804,0.5996,0.4111,0.8788,0.532247
0.1481,6,7.3305,8.249,0.0001,0.1214,0.0009,0.8896,0.851892
0.2979,1,6.3455,21.2996,0.0199,0.0669,0.1264,0.4243,0.702084
0.3857,8,17.0791,5.5352,0.0017,0.1823,0.0286,3.1141,0.614309
0.3312,3,14.5665,14.6613,0.0045,0.0727,0.0656,1.0592,0.668822
0.7402,7,2.4234,0.4677,0.4769,2.615,1.1557,6.3372,0.25978
0.0185,7,15.8601,122.2975,0,0.0082,0,0.1297,0.981474
0.3956,5,15.8187,7.9974,0.0042,0.1293,0.0666,2.0446,0.604404
0.1401,4,19.1985,34.2702,0.0001,0.0293,0.0023,0.5625,0.859948
0.4976,1,16.8911,33.943,0.0292,0.0586,0.4929,0.9906,0.502369
0.1331,9,15.0922,12.6015,0,0.0794,0.0001,1.1978,0.866927
0.1072,9,8.1096,8.4073,0,0.119,0.0001,0.9646,0.892823
0.6703,2,18.6366,13.9026,0.0611,0.133,1.1382,2.4787,0.329744
0.4032,10,4.2078,1.0435,0.0056,0.964,0.0237,4.0562,0.59675
0.4877,9,3.3089,0.7538,0.0238,1.3504,0.0787,4.4684,0.512253
0.1362,5,6.3558,9.3361,0.0002,0.1073,0.0012,0.6819,0.863844
0.4633,9,10.515,2.5218,0.0057,0.4022,0.0597,4.2293,0.536708
0.3306,8,19.082,7.2146,0.0007,0.1393,0.0136,2.6585,0.669387
0.9444,10,16.8866,1.7881,0.8138,1.373,13.7417,23.1854,0.055636
0.2389,9,14.9453,6.9516,0.0001,0.144,0.0022,2.1521,0.76112
0.3263,6,15.3276,7.8292,0.0015,0.1292,0.0225,1.9802,0.673711
0.5439,7,17.9566,4.7165,0.0107,0.2227,0.1918,3.999,0.45612
0.8804,2,5.8113,3.3005,1.0528,1.3558,6.118,7.8787,0.119632
0.8123,9,1.7508,0.2395,1.2013,5.377,2.1032,9.4141,0.187677
0.832,1,9.9273,11.9318,0.4151,0.4989,4.1205,4.9525,0.167998
0.1978,6,1.5087,1.271,0.0019,0.7887,0.0029,1.1899,0.802164
0.6888,3,14.1781,6.861,0.079,0.2247,1.1197,3.1861,0.311177
0.3941,2,2.6291,3.3357,0.0641,0.3639,0.1686,0.9568,0.605918
0.8188,2,13.0264,7.9545,0.2596,0.3854,3.3823,5.0199,0.18119
0.8379,7,5.1501,0.8781,0.5904,1.7292,3.0405,8.9057,0.162109
0.2784,6,18.6916,11.1891,0.0006,0.09,0.0116,1.6821,0.721579
0.1624,9,16.9216,11.5789,0,0.0864,0.0004,1.4618,0.83762
0.8907,3,18.6968,6.9969,0.3528,0.4957,6.596,9.2681,0.109285
0.9001,6,13.5267,2.5047,0.499,0.8982,6.7497,12.1502,0.09992
0.5735,4,14.1658,6.1754,0.0285,0.1905,0.404,2.698,0.426521
0.4361,2,16.9539,19.4397,0.0137,0.0651,0.2322,1.1043,0.563936
0.9173,1,5.8697,6.3986,1.7346,1.8909,10.1816,11.0989,0.082652
0.2111,6,8.0188,6.332,0.0005,0.1584,0.0038,1.2701,0.788935
0.0139,1,4.024,288.7218,0,0.0035,0.0002,0.0141,0.986063
0.1746,6,14.5361,13.8751,0.0001,0.0722,0.0018,1.0494,0.825393
0.534,9,4.8355,1.0062,0.0268,1.0207,0.1297,4.9354,0.466038
0.4881,2,14.2413,14.5877,0.0237,0.0922,0.3372,1.3135,0.511872
0.0554,3,9.7989,58.9974,0,0.017,0.0003,0.1664,0.944637
0.4781,10,13.4627,2.8158,0.0045,0.3596,0.0602,4.8412,0.521894
0.6414,3,11.7441,6.103,0.0676,0.2315,0.7943,2.7186,0.358564
0.8392,5,16.5433,3.9427,0.2048,0.4584,3.3876,7.5835,0.160818
0.6689,6,4.6327,1.1542,0.1449,1.0112,0.6711,4.6848,0.331052
0.0873,8,19.0125,27.2275,0,0.0367,0,0.6983,0.912715
0.9063,7,17.1049,2.6963,0.4208,0.7917,7.1974,13.5413,0.093727
0.2628,10,5.5082,2.0963,0.0005,0.4775,0.0026,2.6302,0.737239
0.8415,9,17.7767,2.3472,0.1641,0.5901,2.9164,10.49,0.158491
0.8835,8,9.4486,1.3368,0.5371,1.2851,5.0746,12.1425,0.116509
0.2606,4,15.2865,14.6645,0.0013,0.0695,0.0192,1.0617,0.739396
0.148,6,6.4539,7.2667,0.0001,0.1378,0.0009,0.8891,0.851975
0.0755,2,11.0919,73.4704,0.0002,0.0138,0.0019,0.1529,0.924514
0.3887,4,2.5185,1.6198,0.0327,0.6501,0.0824,1.6372,0.611303
0.4022,8,14.0169,4.3565,0.0025,0.232,0.0351,3.2525,0.597819
0.7748,7,12.9327,2.3846,0.1237,0.543,1.5996,7.0229,0.225241
0.8889,5,2.5484,0.5734,2.3501,4.0943,5.9891,10.4338,0.111055
0.2655,3,7.9543,9.9866,0.004,0.1042,0.032,0.8285,0.7345
0.2944,5,5.8835,3.9972,0.0035,0.2537,0.0205,1.4924,0.705616
0.8134,8,15.2311,2.3407,0.1464,0.5737,2.2306,8.7376,0.186626
0.3156,7,18.7259,8.4769,0.0008,0.1187,0.0145,2.2235,0.68442
0.8171,3,17.9723,7.3315,0.1718,0.3082,3.0885,5.5399,0.182877
0.6662,5,15.8331,4.7531,0.0463,0.2567,0.7337,4.0648,0.333784
0.8249,7,9.8703,1.7093,0.2679,0.8529,2.6445,8.4188,0.175096
0.4047,8,9.3132,2.8765,0.0039,0.3515,0.0362,3.2738,0.595295
0.4874,1,16.7731,34.4125,0.0276,0.0567,0.4635,0.9509,0.512587
0.5123,9,15.6718,3.399,0.0066,0.3008,0.103,4.7138,0.487693
0.761,6,9.1055,1.9942,0.1654,0.6669,1.506,6.0721,0.23899
0.7213,3,8.6088,3.9786,0.1654,0.4167,1.4237,3.5875,0.278738
0.3608,8,9.0417,3.1321,0.0023,0.3216,0.0207,2.9075,0.639156
0.5929,2,9.5653,8.0664,0.0714,0.1953,0.6827,1.8686,0.40709
0.464,2,12.4265,13.3913,0.0229,0.0976,0.2844,1.2123,0.536022
0.8458,9,12.0204,1.5791,0.2552,0.8885,3.0672,10.6796,0.154182
0.6625,5,10.4477,3.154,0.0681,0.3852,0.7118,4.0243,0.337487
0.9339,1,5.5383,5.9303,2.3826,2.5513,13.1958,14.1297,0.066095
0.1667,7,16.0574,13.7594,0.0001,0.0727,0.0009,1.1679,0.833284
0.8746,9,4.5649,0.58,0.959,2.6833,4.3779,12.249,0.125436
0.2581,5,19.1447,14.8327,0.0006,0.0681,0.0124,1.3031,0.741858
0.3268,9,5.9751,2.0316,0.0017,0.4939,0.01,2.9511,0.673206
0.9928,1,3.4568,3.482,39.382,39.6692,136.1357,137.1284,0.00724
0.9193,1,8.369,9.1035,1.2516,1.3615,10.4749,11.3942,0.080683
0.1541,10,6.2711,4.07,0,0.2457,0.0002,1.541,0.845921
0.8287,10,17.1194,2.0658,0.1413,0.6253,2.4184,10.7055,0.171292
0.4563,7,11.8174,3.7,0.0067,0.277,0.0797,3.2736,0.543729
0.6075,5,16.1684,5.3228,0.028,0.2159,0.4533,3.4909,0.392482
0.9973,9,1.4494,0.1615,252.2454,258.4381,365.6045,374.5802,0.002702
0.2624,1,1.5743,5.9996,0.0593,0.226,0.0933,0.3557,0.737601
0.962,7,8.5666,1.2721,2.6336,3.4197,22.5614,29.2956,0.037966
0.5822,3,19.8084,11.3405,0.0262,0.1143,0.5184,2.2651,0.417768
0.5754,4,7.2864,3.1658,0.0563,0.3722,0.4102,2.7117,0.424605
0.7162,5,1.8021,0.5032,0.6155,2.6027,1.1091,4.6904,0.283752
0.3055,10,14.8659,4.8668,0.0004,0.2058,0.0055,3.0601,0.694542
0.0022,7,19.7436,1310.1968,0,0.0008,0,0.0151,0.997847
0.3166,4,8.8736,7.0071,0.0043,0.1471,0.0385,1.3049,0.683407
0.0443,4,16.6247,93.9105,0,0.0107,0.0001,0.1771,0.955743
0.1726,5,1.1114,1.288,0.0025,0.7789,0.0027,0.8656,0.827421
0.0416,1,15.5378,373.5472,0.0001,0.0028,0.0018,0.0434,0.958405
0.7897,8,2.2865,0.3619,0.7641,3.5272,1.747,8.065,0.21026
0.3661,8,10.723,3.6617,0.0021,0.2752,0.0222,2.9506,0.633944
0.6401,4,10.4334,4.0752,0.0649,0.3103,0.6776,3.2378,0.359942
0.3905,1,15.3645,39.3456,0.0163,0.0417,0.2502,0.6407,0.609499
0.2043,1,4.0853,19.9958,0.0128,0.0629,0.0525,0.2568,0.795692
0.5669,6,19.1378,5.6265,0.0144,0.1922,0.2761,3.6775,0.433102
0.6752,4,16.1967,5.9972,0.0549,0.2216,0.8891,3.5898,0.324822
0.7544,8,7.5064,1.2437,0.1641,0.9682,1.2321,7.2676,0.245563
0.9104,10,3.8144,0.419,1.8837,4.2705,7.1853,16.2892,0.089604
0.7977,8,4.7689,0.7473,0.3972,1.7353,1.894,8.2753,0.202337
0.6359,7,7.5003,1.6851,0.0598,0.6533,0.4489,4.8999,0.364149
0.3546,4,7.8556,5.5384,0.0074,0.188,0.0584,1.4768,0.645405
0.8987,3,11.5026,4.2663,0.6347,0.8691,7.3002,9.9964,0.101275
0.9749,9,19.8755,2.2654,1.7855,2.2269,35.4869,44.2606,0.025146
0.7706,2,17.6779,11.47,0.1303,0.2174,2.3027,3.8439,0.229389
0.4278,10,12.4134,2.9018,0.0026,0.3472,0.0326,4.3105,0.57221
0.3006,9,10.1631,3.756,0.0007,0.2669,0.0066,2.7124,0.699356
0.2806,1,6.5764,23.4369,0.0166,0.0593,0.1094,0.39,0.719399
0.7186,3,19.7972,9.183,0.0705,0.1794,1.3958,3.5517,0.28138
0.7265,2,6.7909,4.6739,0.2461,0.46,1.6712,3.1241,0.273536
0.8881,3,3.2933,1.236,1.9404,2.7495,6.3904,9.0548,0.111875
0.6627,10,15.3495,2.3164,0.028,0.4597,0.4302,7.0568,0.337344
0.0097,6,12.1605,209.7993,0,0.0048,0,0.058,0.99034
0.0187,2,13.7081,366.8553,0,0.0027,0.0001,0.0374,0.981317
0.5738,4,5.3754,2.3422,0.0753,0.5023,0.405,2.7,0.426234
0.3344,9,5.5323,1.8382,0.002,0.546,0.0112,3.0208,0.6656
0.5641,6,8.8044,2.6011,0.0306,0.4151,0.2694,3.6543,0.435856
0.5881,3,7.4947,4.2477,0.0722,0.3076,0.5411,2.3055,0.41186
0.9108,6,13.3755,2.4476,0.5908,0.9993,7.902,13.3667,0.089211
0.2748,1,6.8215,24.8202,0.0153,0.0556,0.1042,0.379,0.725164
0.1931,2,11,28.4817,0.002,0.0371,0.0221,0.4083,0.806894
0.7341,1,18.5896,25.3213,0.1091,0.1486,2.0274,2.7615,0.26585
0.593,9,16.2444,3.0435,0.0146,0.3432,0.2375,5.5749,0.406958
0.7286,8,14.7732,2.5345,0.0651,0.4596,0.9615,6.7902,0.271407
0.0982,2,16.7525,85.292,0.0002,0.0119,0.0038,0.2002,0.901793
0.2717,1,10.0412,36.9631,0.0101,0.0371,0.1013,0.373,0.728346
0.955,10,4.4171,0.4625,4.0536,6.2156,17.9051,27.4551,0.045002
0.7059,8,19.3031,3.4181,0.0402,0.3328,0.776,6.4234,0.294075
0.3717,10,11.3018,3.0403,0.0014,0.3303,0.0153,3.7327,0.628269
0.0312,9,1.0071,3.5842,0,0.279,0,0.281,0.96878
0.4718,9,17.313,4.0777,0.0038,0.249,0.0658,4.3116,0.528245
0.4827,3,14.186,9.7961,0.0174,0.1194,0.2464,1.6945,0.51729
0.4966,3,14.6219,9.8149,0.0188,0.1206,0.2743,1.7641,0.503412
0.359,6,19.2546,8.938,0.0018,0.1136,0.0338,2.188,0.640961
0.259,2,19.8361,38.2885,0.0025,0.0286,0.0493,0.5674,0.740965
0.1005,1,6.5562,65.2664,0.0017,0.017,0.0112,0.1117,0.899547
0.8463,8,14.9214,2.2039,0.2148,0.6686,3.2056,9.9761,0.153686
0.6169,2,15.66,12.692,0.0511,0.1299,0.7996,2.0335,0.383074
0.5732,5,6.8743,2.3986,0.0496,0.4665,0.3408,3.2067,0.426815
0.8663,5,7.4074,1.7102,0.614,1.1988,4.5484,8.8798,0.133717
0.1851,4,16.1431,21.8068,0.0004,0.0462,0.0059,0.7462,0.814931
0.6823,3,6.7092,3.2776,0.1591,0.4642,1.0677,3.1147,0.317676
0.3112,1,12.8004,41.1352,0.011,0.0353,0.1406,0.4518,0.688821
0.853,3,3.0925,1.2085,1.4024,2.2298,4.3368,6.8956,0.147047
0.1676,9,9.4643,6.273,0,0.1595,0.0004,1.5092,0.832362
0.4483,2,7.9974,8.9197,0.0318,0.1439,0.254,1.1506,0.551702
0.5106,5,6.9712,2.7305,0.0286,0.3948,0.1991,2.7522,0.489387
0.3988,3,2.8239,2.3601,0.0438,0.4675,0.1236,1.3201,0.601158
0.8394,5,1.7966,0.4281,1.8905,4.2266,3.3964,7.5936,0.160568
0.3235,7,5.7291,2.5296,0.0028,0.3981,0.0162,2.281,0.676459
0.8497,3,17.228,6.7584,0.2437,0.3916,4.1978,6.747,0.150288
0.608,10,10.1736,1.6734,0.0243,0.6219,0.2471,6.3267,0.392045
0.1365,2,6.286,23.0282,0.0014,0.0448,0.0088,0.2818,0.863515
0.7324,3,4.2185,1.92,0.367,0.8879,1.5483,3.7454,0.267632
0.1473,7,6.3966,6.2028,0.0001,0.1613,0.0006,1.0318,0.852678
0.8499,1,13.5725,15.9692,0.3546,0.4172,4.8132,5.6631,0.150081
0.3855,7,13.8128,5.1193,0.0026,0.1979,0.0359,2.7341,0.614543
0.6147,6,16.3887,4.4434,0.0256,0.2507,0.4203,4.1086,0.385278
0.8629,4,14.7869,4.284,0.3095,0.5429,4.5764,8.0281,0.137085
0.26,5,14.8112,11.3937,0.0009,0.0886,0.0127,1.3127,0.74001
0.8036,7,2.4919,0.443,0.8524,3.1099,2.1241,7.7495,0.196366
0.9262,3,16.2725,5.8566,0.67,0.8408,10.9027,13.6812,0.073833
0.5966,6,17.6935,4.9429,0.0203,0.2226,0.3589,3.9384,0.403409
0.239,5,19.5397,16.3481,0.0005,0.0616,0.0092,1.2045,0.760954
0.9989,10,4.1722,0.4177,222.1163,224.5106,926.7137,936.703,0.001074
0.1379,5,5.512,7.9944,0.0002,0.1253,0.0012,0.6907,0.862103
0.5891,2,10.8951,9.2477,0.0611,0.1692,0.6657,1.8438,0.410929
0.9536,1,8.7672,9.1939,2.2349,2.3437,19.5939,20.5475,0.046409
0.4699,1,18.9374,40.3036,0.022,0.0468,0.4165,0.8863,0.530132
0.7367,5,3.8587,1.0475,0.3416,1.2962,1.318,5.0017,0.263273
0.2217,2,1.1549,2.6046,0.0278,0.4117,0.0321,0.4755,0.778297
0.8358,5,5.3624,1.2832,0.6098,1.3891,3.2702,7.449,0.164246
0.1056,8,5.6053,6.6338,0,0.1508,0.0001,0.845,0.894379
0.7251,7,1.6734,0.3297,0.6009,3.6341,1.0056,6.0812,0.274902
0.5165,7,15.7205,4.3484,0.0094,0.2393,0.1471,3.7623,0.483541
0.0833,1,7.5532,90.688,0.001,0.012,0.0076,0.0909,0.916712
0.686,6,5.2281,1.2702,0.1487,0.9359,0.7772,4.893,0.314032
0.1211,1,7.4263,61.3352,0.0022,0.0185,0.0167,0.1378,0.878923
0.6359,3,16.8238,8.8184,0.0454,0.1588,0.7635,2.6713,0.364062
0.1596,10,17.4271,10.9211,0,0.0916,0.0002,1.5959,0.840427
0.3813,5,17.5925,9.2271,0.0033,0.1116,0.0573,1.9639,0.618679
0.4584,7,19.197,5.9832,0.0042,0.1714,0.0815,3.29,0.541644
0.3834,9,6.1811,1.7915,0.0036,0.5618,0.0223,3.4725,0.616639
0.2936,3,12.4309,14.1126,0.0036,0.0744,0.0442,0.9251,0.706388
0.2527,7,10.7195,6.0596,0.0005,0.1655,0.0055,1.7745,0.747285
0.2863,6,15.1745,8.8352,0.0009,0.114,0.013,1.7305,0.713749
0.7026,5,15.4931,4.4104,0.0639,0.2906,0.9898,4.5027,0.297422
0.98,5,11.8707,2.4225,3.9347,4.3475,46.7077,51.6078,0.019965
0.7518,7,6.3643,1.2093,0.2023,1.0292,1.2872,6.5499,0.248191
0.6697,5,1.1571,0.3456,0.6525,3.5464,0.755,4.1035,0.330297
0.1781,6,1.9448,1.8204,0.001,0.5503,0.0019,1.0703,0.821941
0.4791,2,10.4121,10.8664,0.0304,0.1224,0.3165,1.2747,0.520905
0.2209,9,13.5169,6.7992,0.0001,0.1472,0.0015,1.9895,0.77911
0.6893,2,1.0525,0.7635,1.229,2.5388,1.2935,2.6721,0.310722
0.5349,5,9.7058,3.629,0.0254,0.3009,0.2461,2.9207,0.465097
0.3167,3,6.5799,6.9261,0.0086,0.153,0.0566,1.0066,0.683329
0.3929,5,18.9012,9.6222,0.0034,0.1074,0.0647,2.0291,0.607134
0.9412,10,9.3778,0.9964,1.3639,2.3675,12.7904,22.2021,0.058831
0.1388,1,8.4297,60.7181,0.0027,0.0191,0.0224,0.1612,0.861167
0.7843,3,12.2585,5.2102,0.1902,0.3821,2.3312,4.684,0.215732
0.8913,2,15.4759,8.6819,0.4483,0.5635,6.9378,8.7203,0.108726
0.0372,9,19.7596,59.0331,0,0.0169,0,0.3347,0.962809
0.4962,10,16.7548,3.3766,0.0044,0.3006,0.0742,5.0361,0.503803
0.439,10,5.1914,1.1825,0.0072,0.8529,0.0375,4.4276,0.560986
0.7303,7,11.9337,2.3345,0.0884,0.5167,1.0544,6.1663,0.269727
0.1048,8,15.4335,18.4107,0,0.0543,0.0001,0.8384,0.895214
0.754,10,16.8037,2.2287,0.0643,0.513,1.0808,8.6204,0.246034
0.6037,1,14.4817,23.9897,0.0635,0.1052,0.9194,1.5231,0.396338
0.8146,9,4.2019,0.5731,0.5133,2.2582,2.157,9.4889,0.185351
0.287,3,16.7449,19.4468,0.0025,0.0539,0.0411,0.9021,0.712979
0.1997,2,1.6832,4.2135,0.0144,0.2517,0.0242,0.4236,0.800262
0.8666,3,16.0918,6.1897,0.3107,0.4723,4.9996,7.5994,0.133408
0.4398,8,3.9421,1.1204,0.0139,0.9064,0.0547,3.5732,0.560188
0.2426,7,14.6483,8.6263,0.0003,0.1162,0.0046,1.7027,0.757415
0.7617,1,3.9847,5.2311,0.6112,0.8023,2.4353,3.197,0.238263
0.5818,8,18.3436,3.9411,0.0131,0.2668,0.2403,4.8947,0.418191
0.7918,4,10.0504,3.1733,0.2284,0.5435,2.2956,5.4628,0.208204
0.6458,1,18.2077,28.1941,0.0647,0.1001,1.1774,1.8232,0.354202
0.5088,2,10.2839,10.1058,0.0378,0.1368,0.389,1.4066,0.49119
0.3689,10,14.418,3.908,0.001,0.2569,0.0147,3.7041,0.631061
0.4473,9,18.1571,4.5107,0.0027,0.2244,0.0495,4.0749,0.552737
0.6866,3,7.0964,3.4452,0.1552,0.4455,1.1016,3.1614,0.313402
0.1504,6,8.6408,9.5735,0.0001,0.1046,0.001,0.9036,0.849571
0.6132,7,10.8558,2.5289,0.0337,0.4291,0.3657,4.6583,0.386761
0.8735,8,11.1269,1.5923,0.4002,1.0283,4.4534,11.4414,0.126503
0.5706,5,17.0972,5.9932,0.0195,0.1864,0.3333,3.1861,0.429446
0.5367,7,17.0999,4.5517,0.0105,0.2302,0.1791,3.9359,0.463307
0.9656,1,18.0567,18.7003,1.5004,1.5539,27.0922,28.0577,0.034414
0.9284,1,6.559,7.0648,1.8356,1.9771,12.0396,12.968,0.071592
0.0189,7,16.6021,125.7852,0,0.008,0,0.132,0.981145
0.1583,3,17.1899,36.1917,0.0004,0.028,0.0065,0.4814,0.841677
0.8425,8,2.78,0.4125,1.1036,3.528,3.068,9.8079,0.157516
0.3605,6,9.2868,4.2931,0.0037,0.2366,0.0344,2.1976,0.639468
0.7683,2,11.1126,7.2318,0.2037,0.342,2.2633,3.8,0.23168
0.6467,5,1.4241,0.4404,0.439,2.7094,0.6252,3.8585,0.353333
0.9261,4,11.6444,3.1435,0.911,1.2291,10.6082,14.3125,0.073937
0.309,2,1.8783,3.039,0.0434,0.3725,0.0815,0.6996,0.690972
0.0714,7,14.7395,29.4955,0,0.0339,0,0.4997,0.928611
0.2737,7,1.8,0.9395,0.0043,1.0687,0.0077,1.9236,0.726301
0.6641,5,9.628,2.8997,0.0749,0.4197,0.7209,4.0413,0.335925
0.8037,9,11.1356,1.5395,0.1721,0.8217,1.9167,9.1499,0.196318
0.1961,9,2.7031,1.5314,0.0003,0.6533,0.0009,1.766,0.803872
0.452,6,4.2995,1.5853,0.0218,0.6525,0.0935,2.8056,0.547984
0.7699,5,3.5681,0.9269,0.4923,1.5712,1.7567,5.6062,0.230099
0.2649,9,3.5955,1.5081,0.001,0.6641,0.0036,2.3877,0.735096
0.9262,7,15.833,2.442,0.6301,1.0396,9.9767,16.4603,0.073771
0.2348,1,15.389,65.5298,0.0047,0.0199,0.0721,0.3069,0.76516
0.7225,5,13.6615,3.7815,0.0856,0.35,1.1692,4.7819,0.277456
0.0037,8,9.0288,302.6125,0,0.0033,0,0.0298,0.99627
0.061,10,18.068,29.6157,0,0.0338,0,0.6101,0.938992
0.816,3,14.5191,5.9309,0.2106,0.3792,3.0583,5.5063,0.183981
0.2666,10,6.9643,2.6119,0.0004,0.3833,0.0028,2.6691,0.733367
0.7218,2,15.941,11.0423,0.1015,0.192,1.6177,3.0613,0.278182
0.9154,9,19.9566,2.4223,0.3989,0.8118,7.9616,16.2003,0.084593
0.03,10,1.6249,5.4117,0,0.1848,0,0.3003,0.969974
0.9124,10,1.8922,0.2074,3.9259,8.7479,7.4286,16.5528,0.087578
0.0115,2,19.0719,832.4532,0,0.0012,0,0.0229,0.988545
0.82,4,12.1565,3.7063,0.244,0.5138,2.9659,6.2459,0.180007
0.852,4,6.6258,1.9443,0.6142,1.1286,4.0699,7.4777,0.148042
0.4358,9,1.7199,0.4385,0.0251,2.3055,0.0432,3.9653,0.564211
0.8556,4,9.8954,2.8915,0.4272,0.773,4.227,7.6492,0.144449
0.621,10,12.9347,2.083,0.0218,0.5019,0.2823,6.4918,0.379044
0.8975,5,3.9257,0.8748,1.7096,2.8528,6.7114,11.1991,0.102461
