rho,s,lambda,mu,Wq,W,Lq,Ls,P?
0.6416,8,11.9814,2.3342,0.0354,0.4639,0.4247,5.5577,0.358367
0.611,9,8.0193,1.4584,0.0354,0.7211,0.2838,5.7826,0.389026
0.5146,7,4.0843,1.1338,0.0354,0.9174,0.1445,3.7469,0.485375
0.6507,7,14.4783,3.1786,0.0355,0.3501,0.5133,5.0683,0.349286
0.6467,8,12.5485,2.4256,0.0355,0.4477,0.4452,5.6186,0.353333
0.6392,10,9.5626,1.4961,0.0355,0.7039,0.3396,6.7314,0.360822
0.5956,3,16.0979,9.0088,0.0355,0.1465,0.5712,2.3581,0.404361
0.5804,7,7.6093,1.8729,0.0355,0.5695,0.2705,4.3333,0.419596
0.5566,2,15.1286,13.5902,0.0355,0.1091,0.5369,1.6501,0.443402
0.711,10,19.5982,2.7565,0.0356,0.3984,0.6986,7.8083,0.289022
0.6621,10,12.0041,1.813,0.0356,0.5872,0.4278,7.0487,0.337906
0.6308,6,13.5641,3.5837,0.0356,0.3147,0.4831,4.2681,0.369181
0.629,4,17.4493,6.9358,0.0356,0.1798,0.622,3.1378,0.371038
0.5942,3,15.8927,8.9159,0.0356,0.1477,0.5652,2.3477,0.405827
0.5713,3,13.4392,7.8413,0.0356,0.1632,0.4788,2.1927,0.428699
0.713,10,19.9879,2.8035,0.0357,0.3924,0.7127,7.8424,0.287029
0.5952,6,9.9331,2.7815,0.0357,0.3952,0.3544,3.9255,0.40482
0.5896,3,15.3035,8.6521,0.0357,0.1513,0.5468,2.3155,0.410412
0.5859,2,18.2681,15.5894,0.0357,0.0998,0.652,1.8238,0.414085
0.563,2,15.685,13.9308,0.0357,0.1075,0.5601,1.686,0.437039
0.5611,7,6.3295,1.6115,0.0357,0.6562,0.2258,4.1535,0.4389
0.5482,3,11.3102,6.8775,0.0357,0.1811,0.4042,2.0487,0.451829
0.5429,3,10.9017,6.6931,0.0357,0.1851,0.3888,2.0176,0.45707
0.5411,5,7.2719,2.6878,0.0357,0.4077,0.2596,2.9651,0.458905
0.5355,9,3.6912,0.7659,0.0357,1.3414,0.1318,4.9512,0.464509
0.6086,3,17.501,9.5854,0.0358,0.1402,0.6272,2.453,0.391401
0.5925,10,5.8862,0.9935,0.0358,1.0423,0.2106,6.1353,0.407535
0.581,5,10.1714,3.501,0.0358,0.3214,0.364,3.2692,0.418951
0.5807,5,10.1357,3.4907,0.0358,0.3223,0.3629,3.2665,0.419282
0.5568,2,15.0252,13.4927,0.0358,0.1099,0.5376,1.6512,0.443211
0.5503,1,18.804,34.1677,0.0358,0.0651,0.6736,1.2239,0.449656
0.5423,1,17.9273,33.0586,0.0358,0.0661,0.6425,1.1848,0.457711
0.6585,8,13.8685,2.6324,0.0359,0.4158,0.4977,5.7661,0.341452
0.6217,10,7.9306,1.2756,0.0359,0.8198,0.2844,6.5015,0.378294
0.6022,8,8.1472,1.6911,0.0359,0.6272,0.2924,5.1101,0.397782
0.5983,2,19.7173,16.4767,0.0359,0.0966,0.7076,1.9043,0.40166
0.5943,9,6.6964,1.2519,0.0359,0.8347,0.2405,5.5894,0.405686
0.5507,8,4.9289,1.1188,0.0359,0.9298,0.1771,4.5828,0.44929
0.6705,8,15.4719,2.8844,0.036,0.3827,0.5567,5.9208,0.329495
0.598,3,16.1486,9.0009,0.036,0.1471,0.5812,2.3753,0.401966
0.59,2,18.6271,15.7844,0.036,0.0993,0.67,1.8501,0.409954
0.5449,4,8.945,4.1041,0.036,0.2797,0.3221,2.5016,0.455123
0.5033,8,3.0352,0.7538,0.036,1.3627,0.1094,4.136,0.496673
0.6825,9,15.7807,2.5692,0.0361,0.4254,0.5704,6.7126,0.317536
0.6265,4,16.9279,6.7547,0.0361,0.1841,0.6104,3.1165,0.373475
0.5941,7,8.5002,2.0439,0.0361,0.5254,0.307,4.4658,0.405881
0.5284,2,12.3124,11.6504,0.0361,0.1219,0.4445,1.5013,0.47159
0.7007,9,18.7883,2.9795,0.0362,0.3719,0.6806,6.9865,0.299347
0.629,4,17.2067,6.8388,0.0362,0.1824,0.6222,3.1383,0.370986
0.5382,1,17.3161,32.177,0.0362,0.0673,0.6271,1.1652,0.461848
0.5217,7,4.2822,1.1725,0.0362,0.889,0.1549,3.8071,0.478263
0.5127,1,14.9034,29.0664,0.0362,0.0706,0.5395,1.0523,0.487263
0.6275,3,19.8115,10.5244,0.0363,0.1313,0.7184,2.6008,0.372523
0.6045,8,8.2436,1.7045,0.0363,0.6229,0.2989,5.1352,0.39546
0.5945,7,8.4903,2.0401,0.0363,0.5265,0.3081,4.4698,0.405476
0.5785,2,17.0906,14.7717,0.0363,0.104,0.6208,1.7778,0.421509
0.5186,6,4.907,1.5769,0.0363,0.6705,0.1781,3.2899,0.481361
0.5096,5,5.4361,2.1334,0.0363,0.5051,0.1974,2.7455,0.490376
0.5067,2,10.5544,10.4149,0.0363,0.1323,0.3834,1.3968,0.493303
0.6289,5,14.8412,4.7201,0.0364,0.2483,0.5403,3.6845,0.371147
0.6901,8,18.3125,3.3169,0.0365,0.338,0.669,6.1901,0.309872
0.6495,10,10.3388,1.5917,0.0365,0.6647,0.377,6.8724,0.350467
0.6212,4,16.0392,6.4551,0.0365,0.1914,0.5857,3.0704,0.378815
0.6156,4,15.3549,6.2361,0.0365,0.1969,0.5608,3.023,0.384436
0.615,8,9.0509,1.8397,0.0365,0.58,0.3301,5.2498,0.385034
0.6048,7,9.2785,2.1915,0.0365,0.4928,0.3387,4.5725,0.395165
0.5871,8,6.919,1.4732,0.0365,0.7153,0.2528,4.9492,0.412943
0.5124,1,14.7571,28.7978,0.0365,0.0712,0.5386,1.051,0.487561
0.683,7,18.7728,3.9264,0.0366,0.2913,0.6866,5.4678,0.316978
0.6391,9,10.2327,1.7789,0.0366,0.5987,0.3743,6.1266,0.36086
0.5576,1,19.2179,34.4658,0.0366,0.0656,0.7028,1.2604,0.442407
0.5202,8,3.563,0.8562,0.0366,1.2046,0.1302,4.2919,0.479797
0.6668,9,13.3689,2.2277,0.0367,0.4856,0.49,6.4913,0.333189
0.6568,10,11.0481,1.6821,0.0367,0.6312,0.4057,6.9738,0.343186
0.5785,9,5.584,1.0726,0.0367,0.9691,0.2051,5.4112,0.421545
0.6585,8,13.5179,2.5659,0.0368,0.4265,0.4977,5.7659,0.341469
0.6487,5,17.2493,5.3184,0.0368,0.2249,0.6355,3.8788,0.351335
0.5578,3,11.7747,7.0362,0.0368,0.179,0.4339,2.1073,0.442185
0.5124,8,3.2626,0.796,0.0368,1.2931,0.1202,4.219,0.487642
0.7128,10,19.3011,2.7078,0.0369,0.4062,0.7114,7.8394,0.287207
0.655,5,18.1468,5.5411,0.0369,0.2173,0.6692,3.9442,0.345013
0.6429,5,16.4258,5.1099,0.0369,0.2326,0.6062,3.8207,0.357096
0.6135,4,14.9556,6.0942,0.0369,0.201,0.552,3.006,0.386487
0.6112,4,14.6166,5.9782,0.0371,0.2044,0.5423,2.9873,0.388756
0.6498,5,17.2219,5.3009,0.0372,0.2259,0.6413,3.8902,0.350222
0.5913,5,10.6547,3.604,0.0372,0.3147,0.3963,3.3526,0.40873
0.6335,9,9.4836,1.6634,0.0373,0.6385,0.3542,6.0555,0.366523
0.624,5,13.9305,4.4652,0.0373,0.2612,0.519,3.6388,0.376039
0.5924,6,9.2655,2.6066,0.0373,0.421,0.3461,3.9007,0.407554
0.5831,2,17.1754,14.7285,0.0373,0.1051,0.6398,1.806,0.416934
0.5761,8,6.1025,1.3241,0.0373,0.7925,0.2273,4.8362,0.423889
0.5712,3,12.8268,7.485,0.0373,0.1709,0.4785,2.1922,0.428779
0.5374,2,12.6719,11.7895,0.0373,0.1221,0.4723,1.5472,0.462578
0.524,7,4.249,1.1584,0.0373,0.9005,0.1583,3.8262,0.476024
0.7,9,18.0588,2.8665,0.0374,0.3863,0.6762,6.9761,0.300014
0.6481,6,15.0138,3.8608,0.0374,0.2964,0.5609,4.4497,0.351876
0.6265,5,14.1635,4.5213,0.0374,0.2586,0.53,3.6627,0.373477
0.5945,3,15.1503,8.4951,0.0374,0.1551,0.5664,2.3498,0.405526
0.5274,6,5.1634,1.6318,0.0374,0.6502,0.1931,3.3574,0.47262
0.6776,6,19.2795,4.7422,0.0375,0.2484,0.723,4.7885,0.322411
0.6676,8,14.4345,2.7025,0.0375,0.4076,0.542,5.8831,0.332361
0.5756,7,6.8931,1.7107,0.0375,0.6221,0.2587,4.2882,0.424364
0.5718,8,5.8133,1.2708,0.0375,0.8244,0.218,4.7926,0.428181
0.5613,6,6.9947,2.0771,0.0375,0.519,0.2626,3.6302,0.438736
0.5298,4,7.6158,3.5937,0.0375,0.3157,0.2853,2.4045,0.470195
0.524,7,4.2274,1.1526,0.0375,0.9051,0.1583,3.8261,0.476037
0.5148,2,10.8042,10.4932,0.0375,0.1328,0.4053,1.435,0.485182
0.5111,2,10.5337,10.3049,0.0375,0.1346,0.3952,1.4174,0.488898
0.5071,1,13.9116,27.4322,0.0375,0.074,0.5218,1.0289,0.492874
0.6492,4,19.3432,7.4492,0.0376,0.1718,0.727,3.3237,0.350832
0.5485,1,17.7296,32.3218,0.0376,0.0685,0.6665,1.215,0.451466
0.6621,8,13.6397,2.5753,0.0377,0.426,0.5143,5.8107,0.33795
0.6382,5,15.4885,4.8538,0.0377,0.2437,0.5833,3.7743,0.361799
0.6343,6,13.2152,3.4724,0.0377,0.3257,0.4979,4.3037,0.365703
0.624,5,13.7863,4.4185,0.0377,0.264,0.5193,3.6394,0.375976
0.6077,10,6.5428,1.0767,0.0377,0.9664,0.2464,6.3232,0.392324
0.5594,6,6.8546,2.0423,0.0377,0.5273,0.2582,3.6144,0.440623
0.6702,6,17.9363,4.4603,0.0378,0.262,0.6785,4.6997,0.329786
0.652,5,17.256,5.2936,0.0378,0.2267,0.6528,3.9126,0.348043
0.6233,5,13.6405,4.3771,0.0378,0.2663,0.516,3.6324,0.376736
0.6151,7,9.8386,2.2852,0.0378,0.4754,0.3717,4.6771,0.384947
0.5688,2,15.3868,13.5249,0.0378,0.1118,0.5824,1.72,0.431166
0.5572,1,18.5361,33.2658,0.0378,0.0679,0.7012,1.2584,0.442787
0.6671,7,15.6862,3.3589,0.0379,0.3357,0.5952,5.2652,0.332853
0.5306,10,2.8789,0.5426,0.0379,1.881,0.109,5.4151,0.46939
0.6888,10,14.7256,2.1379,0.038,0.5057,0.5591,7.4469,0.311216
0.6193,5,13.1469,4.2461,0.038,0.2735,0.4993,3.5956,0.380747
0.6085,5,12.0396,3.9569,0.038,0.2907,0.4571,3.4998,0.391466
0.5706,10,4.4165,0.774,0.038,1.33,0.1676,5.8739,0.429373
0.5584,6,6.7258,2.0076,0.038,0.5362,0.2559,3.6061,0.441629
0.5271,6,5.0724,1.604,0.038,0.6614,0.1925,3.3549,0.472934
0.5208,1,14.8914,28.5936,0.038,0.073,0.566,1.0868,0.479205
0.7175,10,19.5899,2.7301,0.0381,0.4044,0.7463,7.9218,0.282452
0.6838,10,13.971,2.0432,0.0381,0.5275,0.5318,7.3696,0.316215
0.591,4,12.1536,5.1412,0.0381,0.2326,0.4634,2.8273,0.409015
0.6505,10,9.9537,1.5302,0.0382,0.6917,0.3806,6.8853,0.349529
0.6443,5,16.0524,4.9832,0.0382,0.2389,0.613,3.8343,0.35574
0.573,3,12.6956,7.3856,0.0382,0.1736,0.4847,2.2037,0.427012
0.7034,9,18.2599,2.8844,0.0383,0.385,0.699,7.0296,0.296599
0.659,8,13.0468,2.4749,0.0383,0.4423,0.4996,5.7712,0.341048
0.6483,8,11.8074,2.2768,0.0383,0.4775,0.4519,5.638,0.351747
0.6016,10,6.0463,1.0051,0.0383,1.0332,0.2314,6.247,0.398443
0.5997,2,18.6305,15.533,0.0383,0.1027,0.714,1.9134,0.400293
0.5228,3,8.7316,5.5671,0.0383,0.218,0.3347,1.9031,0.477195
0.683,6,19.7287,4.8145,0.0384,0.2461,0.7573,4.855,0.317041
0.6873,8,16.9124,3.0759,0.0385,0.3636,0.6515,6.1498,0.31271
0.6455,6,14.2452,3.6782,0.0385,0.3104,0.5483,4.4212,0.35452
0.6257,6,12.0219,3.2021,0.0385,0.3508,0.4624,4.2168,0.374267
0.5553,9,4.2115,0.8426,0.0385,1.2252,0.162,5.1601,0.444658
0.6697,10,11.9589,1.7857,0.0386,0.5986,0.4618,7.159,0.33028
0.6587,6,15.9051,4.0243,0.0386,0.2871,0.6144,4.5667,0.341294
0.6345,8,10.2921,2.0276,0.0386,0.5318,0.3971,5.4731,0.365498
0.579,4,10.9346,4.7212,0.0386,0.2504,0.422,2.738,0.420985
0.5737,7,6.5898,1.6409,0.0386,0.648,0.2541,4.27,0.426303
0.5196,1,14.5802,28.0593,0.0386,0.0742,0.5621,1.0817,0.480378
0.7153,10,18.8762,2.6387,0.0387,0.4176,0.73,7.8835,0.28465
0.6552,9,11.3281,1.9209,0.0387,0.5592,0.4379,6.3352,0.344755
0.651,6,14.8672,3.8065,0.0387,0.3014,0.5748,4.4805,0.34904
0.6198,3,17.5535,9.4399,0.0387,0.1447,0.68,2.5395,0.380168
0.5981,7,8.2373,1.9674,0.0387,0.5469,0.3184,4.5052,0.401886
0.5503,9,3.9734,0.8023,0.0387,1.2852,0.1538,5.1066,0.449689
0.5352,2,12.0134,11.2231,0.0387,0.1278,0.4653,1.5357,0.464792
0.7083,10,17.535,2.4755,0.0388,0.4428,0.6803,7.7636,0.291664
0.6635,6,16.5108,4.1474,0.0388,0.2799,0.6404,4.6214,0.336493
0.6511,7,13.2939,2.9166,0.0388,0.3816,0.5153,5.0733,0.348854
0.5697,1,19.4137,34.0779,0.0388,0.0682,0.7542,1.3239,0.430313
0.5968,5,10.6618,3.5732,0.0389,0.3188,0.4148,3.3986,0.403229
0.5421,10,3.1786,0.5864,0.0389,1.7442,0.1235,5.544,0.45795
0.5081,5,5.0028,1.9694,0.0389,0.5467,0.1947,2.735,0.491935
0.686,10,13.9283,2.0305,0.039,0.5315,0.5435,7.4032,0.314033
0.6536,4,19.2672,7.3698,0.039,0.1747,0.7522,3.3666,0.346411
0.6493,7,13.0002,2.8604,0.039,0.3886,0.5066,5.0515,0.350735
0.6259,3,18.2278,9.7082,0.039,0.142,0.7101,2.5877,0.374142
0.5667,1,18.9936,33.5163,0.039,0.0689,0.7412,1.3079,0.433302
0.7038,8,19.4676,3.4576,0.0391,0.3283,0.7607,6.3912,0.296195
0.7005,10,16.0817,2.2956,0.0391,0.4747,0.629,7.6343,0.299467
0.5758,6,7.6471,2.2137,0.0391,0.4908,0.2987,3.7532,0.424247
0.5193,1,14.3476,27.6304,0.0391,0.0753,0.5609,1.0802,0.480731
0.6644,7,14.8216,3.1869,0.0392,0.353,0.5806,5.2313,0.335609
0.6534,10,10.0015,1.5306,0.0392,0.6925,0.3921,6.9264,0.346571
0.6388,4,17.1308,6.7045,0.0392,0.1883,0.6709,3.2261,0.361222
0.6352,10,8.3221,1.3101,0.0392,0.8025,0.3262,6.6783,0.364792
0.6245,9,8.2787,1.473,0.0392,0.7181,0.3243,5.9448,0.375505
0.6169,4,14.4555,5.8582,0.0392,0.2099,0.5666,3.0342,0.383105
0.6019,3,15.2422,8.4415,0.0392,0.1577,0.5975,2.4031,0.398122
0.597,4,12.3789,5.1839,0.0392,0.2321,0.4855,2.8735,0.403016
0.5833,2,16.3371,14.0051,0.0392,0.1106,0.6406,1.8071,0.416745
0.5819,6,8.0452,2.3044,0.0392,0.4731,0.3153,3.8065,0.418139
0.5744,1,19.7577,34.3956,0.0392,0.0683,0.7753,1.3498,0.425575
0.5078,4,6.0838,2.995,0.0392,0.3731,0.2384,2.2697,0.492176
0.696,7,19.6499,4.0335,0.0393,0.2872,0.7716,5.6433,0.304042
0.682,9,14.4529,2.3545,0.0393,0.464,0.568,6.7064,0.317965
0.647,4,18.2115,7.0368,0.0393,0.1814,0.715,3.303,0.352986
0.6398,4,17.2044,6.7226,0.0393,0.1881,0.6763,3.2355,0.360199
0.6221,4,15.0177,6.0348,0.0393,0.205,0.59,3.0785,0.377868
0.6109,4,13.7691,5.6346,0.0393,0.2168,0.541,2.9846,0.389087
0.559,9,4.2851,0.8517,0.0393,1.2134,0.1683,5.1996,0.440964
0.5545,4,8.85,3.9899,0.0393,0.2899,0.3478,2.566,0.445474
0.5248,8,3.4725,0.8271,0.0393,1.2483,0.1365,4.3346,0.475231
0.6966,7,19.6782,4.0356,0.0394,0.2872,0.776,5.6522,0.303408
0.6685,8,13.855,2.5909,0.0394,0.4254,0.5461,5.8938,0.331546
0.6656,6,16.569,4.1489,0.0394,0.2804,0.652,4.6456,0.334401
0.6465,7,12.5415,2.7713,0.0394,0.4003,0.4942,5.0198,0.353491
0.6913,7,18.7342,3.8716,0.0395,0.2978,0.7396,5.5785,0.308731
0.6603,5,17.6857,5.3565,0.0395,0.2262,0.6993,4.001,0.339654
0.6575,4,19.6432,7.4692,0.0395,0.1733,0.7752,3.4051,0.342525
0.5932,7,7.7109,1.8569,0.0395,0.578,0.3044,4.4569,0.406791
0.5789,5,9.0518,3.1275,0.0395,0.3592,0.3573,3.2516,0.421149
0.5507,1,17.0961,31.0471,0.0395,0.0717,0.6748,1.2254,0.44935
0.6546,9,10.9924,1.8658,0.0396,0.5756,0.4353,6.3269,0.345378
0.5255,1,14.6879,27.9506,0.0396,0.0754,0.582,1.1075,0.474505
0.6728,7,15.7773,3.35,0.0397,0.3382,0.6262,5.3359,0.327196
0.6338,4,16.2442,6.4075,0.0397,0.1958,0.6456,3.1808,0.366201
0.5308,1,15.1179,28.484,0.0397,0.0748,0.6003,1.1311,0.46925
0.6314,3,18.5856,9.8122,0.0398,0.1417,0.7388,2.633,0.368624
0.5986,7,8.0279,1.9159,0.0398,0.5618,0.3199,4.51,0.401402
0.6671,6,16.5653,4.1387,0.0399,0.2815,0.6604,4.6629,0.332913
0.6388,8,10.3628,2.0279,0.0399,0.533,0.4134,5.5234,0.36124
0.548,2,12.7177,11.603,0.0399,0.1261,0.5071,1.6032,0.451966
0.5335,7,4.3534,1.1656,0.0399,0.8978,0.1737,3.9086,0.466454
0.5894,8,6.4558,1.3692,0.04,0.7704,0.2585,4.9736,0.410616
0.5833,2,16.0296,13.7412,0.04,0.1127,0.6407,1.8072,0.416734
0.5471,7,4.9513,1.2928,0.04,0.8135,0.1979,4.0278,0.452872
0.533,2,11.4654,10.7563,0.04,0.1329,0.4583,1.5243,0.46704
0.7155,10,18.2252,2.5472,0.0401,0.4327,0.7311,7.8862,0.284497
0.6856,7,17.5144,3.6496,0.0401,0.3141,0.7025,5.5015,0.314435
0.6757,5,19.7976,5.8598,0.0401,0.2107,0.7931,4.1716,0.324293
0.5861,4,11.1108,4.7392,0.0401,0.2512,0.4461,2.7905,0.413887
0.5433,3,9.7293,5.9691,0.0401,0.2076,0.3899,2.0199,0.456682
0.6684,5,18.6056,5.567,0.0402,0.2198,0.7471,4.0893,0.331571
0.6575,7,13.586,2.9517,0.0402,0.379,0.5459,5.1487,0.342453
0.5983,2,17.611,14.7165,0.0402,0.1081,0.7076,1.9043,0.401657
0.5515,1,16.8552,30.5611,0.0402,0.073,0.6783,1.2298,0.448474
0.5143,5,5.1126,1.9882,0.0402,0.5432,0.2057,2.7772,0.485701
0.5025,1,12.6332,25.1425,0.0402,0.0799,0.5074,1.0099,0.497536
0.6906,10,14.1427,2.0478,0.0403,0.5286,0.5695,7.4757,0.309376
0.5866,5,9.4652,3.2274,0.0403,0.3501,0.3811,3.3139,0.413438
0.5745,4,10.1123,4.4002,0.0403,0.2676,0.4074,2.7056,0.425461
0.5735,1,19.0884,33.2818,0.0404,0.0705,0.7713,1.3449,0.426461
0.5473,2,12.495,11.4156,0.0404,0.128,0.5046,1.5991,0.452723
0.6342,10,7.9747,1.2575,0.0405,0.8357,0.3228,6.6645,0.365834
0.6105,4,13.3179,5.4535,0.0405,0.2239,0.5393,2.9814,0.389475
0.5774,6,7.4847,2.1603,0.0405,0.5034,0.3032,3.7679,0.422552
0.5694,6,6.9707,2.0405,0.0405,0.5306,0.2823,3.6985,0.430634
0.7234,10,19.5223,2.6986,0.0406,0.4111,0.7918,8.026,0.276587
0.6809,8,15.1168,2.7751,0.0406,0.4009,0.6137,6.061,0.319086
0.6189,4,14.1655,5.7223,0.0406,0.2154,0.5753,3.0508,0.38113
0.5169,5,5.1799,2.0042,0.0406,0.5396,0.2105,2.795,0.483089
0.7022,10,15.7008,2.236,0.0407,0.488,0.6396,7.6615,0.297807
0.5951,7,7.5987,1.8241,0.0408,0.589,0.3097,4.4754,0.40491
0.5755,1,19.1396,33.2589,0.0408,0.0708,0.7801,1.3556,0.424528
0.5268,3,8.4566,5.3505,0.0408,0.2277,0.345,1.9255,0.473156
0.5155,1,13.431,26.0541,0.0408,0.0792,0.5485,1.064,0.484496
0.697,7,19.0534,3.9051,0.0409,0.297,0.779,5.6582,0.302981
0.6371,5,14.123,4.4337,0.0409,0.2665,0.578,3.7634,0.36292
0.6074,9,6.6919,1.2241,0.0409,0.8579,0.274,5.7407,0.392589
0.5855,5,9.2284,3.1524,0.0409,0.3581,0.3777,3.3051,0.414513
0.5677,1,18.2458,32.1419,0.0409,0.072,0.7453,1.313,0.432337
0.5345,6,5.0418,1.572,0.0409,0.677,0.2062,3.4135,0.465453
0.6526,7,12.721,2.7848,0.041,0.4001,0.522,5.0901,0.347419
0.5526,6,5.924,1.7866,0.041,0.6007,0.243,3.5587,0.447376
0.6731,7,15.2871,3.2444,0.0411,0.3493,0.628,5.3398,0.32689
0.6626,8,12.5944,2.3759,0.0411,0.462,0.5171,5.8181,0.337378
0.6512,4,17.9556,6.8936,0.0411,0.1862,0.7383,3.343,0.348833
0.7104,10,16.8799,2.376,0.0412,0.462,0.6948,7.7992,0.289561
0.6423,8,10.3645,2.0172,0.0412,0.5369,0.4272,5.5652,0.357746
0.6275,9,8.1055,1.4352,0.0412,0.738,0.3341,5.9818,0.372481
0.6245,6,11.0984,2.962,0.0412,0.3788,0.4574,4.2043,0.375519
0.6075,6,9.5859,2.6299,0.0412,0.4214,0.3947,4.0397,0.392504
0.5849,6,7.8504,2.2371,0.0412,0.4883,0.3238,3.833,0.415128
0.5192,8,3.1268,0.7528,0.0412,1.3696,0.1289,4.2826,0.480792
0.5924,8,6.4483,1.3607,0.0413,0.7762,0.266,5.0049,0.407641
0.5088,8,2.8022,0.6885,0.0413,1.4938,0.1158,4.186,0.491221
0.6795,9,13.396,2.1904,0.0414,0.4979,0.5543,6.67,0.320483
0.6384,10,8.1343,1.2742,0.0414,0.8262,0.3369,6.7207,0.361623
0.6285,6,11.4382,3.0332,0.0414,0.3711,0.4735,4.2445,0.371502
0.5766,8,5.5209,1.1969,0.0414,0.8768,0.2283,4.8409,0.423435
0.5524,1,16.4725,29.8219,0.0414,0.0749,0.6816,1.2339,0.447638
0.549,5,6.7149,2.4462,0.0414,0.4502,0.2778,3.0229,0.450986
0.5282,2,10.7154,10.1429,0.0414,0.14,0.4439,1.5004,0.471778
0.5253,8,3.3159,0.789,0.0414,1.3088,0.1373,4.34,0.474662
0.7033,7,19.8428,4.0307,0.0415,0.2896,0.8244,5.7473,0.296728
0.5322,3,8.6536,5.4199,0.0415,0.226,0.3591,1.9557,0.467791
0.6854,6,18.5617,4.5139,0.0416,0.2632,0.7731,4.8852,0.314646
0.6455,10,8.7044,1.3484,0.0416,0.7832,0.3621,6.8173,0.354481
0.6163,6,10.2362,2.7683,0.0416,0.4029,0.426,4.1237,0.383719
0.571,4,9.5199,4.1682,0.0416,0.2815,0.3962,2.6801,0.429021
0.5169,10,2.2522,0.4357,0.0416,2.3365,0.0937,5.2622,0.483144
0.5883,8,6.1421,1.305,0.0417,0.8079,0.2558,4.9623,0.411688
0.6851,10,12.8963,1.8824,0.0418,0.573,0.5389,7.39,0.314891
0.6743,8,13.7994,2.5582,0.0418,0.4327,0.5767,5.9709,0.325725
0.6202,9,7.4299,1.3311,0.0418,0.7931,0.3109,5.8928,0.379792
0.6168,9,7.1856,1.2945,0.0418,0.8143,0.3006,5.8514,0.383235
0.6117,2,18.4877,15.1107,0.0418,0.108,0.7728,1.9963,0.388259
0.5669,10,3.8506,0.6793,0.0418,1.514,0.1611,5.8299,0.433122
0.528,3,8.3187,5.2518,0.0418,0.2322,0.3479,1.9319,0.47201
0.6929,9,15.075,2.4175,0.0419,0.4555,0.631,6.8667,0.307142
0.687,10,13.1011,1.9069,0.0419,0.5663,0.5494,7.4197,0.312963
0.6292,6,11.3776,3.0139,0.0419,0.3737,0.4763,4.2514,0.370821
0.6189,3,16.1277,8.6858,0.0419,0.157,0.6756,2.5324,0.38107
0.5122,8,2.8616,0.6984,0.0419,1.4737,0.1199,4.2171,0.487844
0.6096,3,15.0408,8.2243,0.042,0.1636,0.6317,2.4606,0.390389
0.5873,1,19.8904,33.8675,0.042,0.0715,0.8358,1.4231,0.412699
0.6657,6,15.5026,3.8813,0.0421,0.2997,0.6525,4.6467,0.334305
0.6131,2,18.5202,15.1038,0.0421,0.1083,0.7797,2.0059,0.386903
0.5867,1,19.7853,33.7248,0.0421,0.0717,0.8327,1.4194,0.413331
0.7171,9,18.9418,2.9348,0.0422,0.3829,0.7992,7.2535,0.282862
0.7028,8,17.8569,3.1759,0.0422,0.3571,0.7538,6.3765,0.297162
0.6993,9,15.9147,2.5287,0.0422,0.4377,0.6717,6.9654,0.300703
0.6835,10,12.5519,1.8364,0.0422,0.5868,0.5303,7.3653,0.316496
0.6487,5,15.0757,4.6478,0.0422,0.2573,0.6358,3.8794,0.351272
0.6052,7,8.0413,1.8982,0.0422,0.5691,0.3397,4.576,0.394817
0.6042,6,9.0749,2.5033,0.0423,0.4417,0.3835,4.0086,0.395807
0.5947,8,6.4247,1.3505,0.0423,0.7828,0.2719,5.0292,0.405344
0.5365,2,11.0923,10.3372,0.0423,0.1391,0.4695,1.5425,0.463474
0.5754,6,7.0206,2.0337,0.0424,0.5341,0.2977,3.7498,0.424643
0.6897,6,18.8821,4.5628,0.0425,0.2617,0.8028,4.9411,0.310282
0.6845,8,14.9287,2.726,0.0425,0.4094,0.6349,6.1113,0.315455
0.67,6,15.9239,3.9614,0.0425,0.295,0.677,4.6968,0.330031
0.6682,5,17.5466,5.2517,0.0425,0.2329,0.7459,4.087,0.331779
0.6511,4,17.3432,6.6593,0.0425,0.1927,0.7378,3.3422,0.348912
0.6275,5,12.5608,4.0037,0.0425,0.2923,0.5341,3.6714,0.372539
0.6269,3,16.8099,8.9387,0.0425,0.1544,0.7152,2.5958,0.373138
0.5855,10,4.6099,0.7874,0.0425,1.3126,0.1959,6.0508,0.414507
0.5484,4,7.7938,3.5529,0.0425,0.324,0.3313,2.525,0.451588
0.7122,10,16.5949,2.3301,0.0426,0.4718,0.7073,7.8294,0.287789
0.563,3,10.5837,6.2666,0.0426,0.2021,0.4506,2.1395,0.43703
0.556,6,5.885,1.7641,0.0426,0.6094,0.2505,3.5864,0.44401
0.5137,6,3.9962,1.2964,0.0426,0.8139,0.1702,3.2526,0.486253
0.6683,5,17.4577,5.2248,0.0427,0.2341,0.7461,4.0875,0.331732
0.6489,6,13.2286,3.3977,0.0427,0.337,0.5647,4.458,0.351105
0.6352,5,13.3249,4.1956,0.0427,0.2811,0.5691,3.745,0.364812
0.5968,3,13.4814,7.5304,0.0427,0.1755,0.5758,2.3661,0.403243
0.5637,1,17.0605,30.2665,0.0427,0.0757,0.7282,1.2919,0.436323
0.5496,1,15.7064,28.577,0.0427,0.0777,0.6707,1.2203,0.450383
0.5443,5,6.2508,2.297,0.0427,0.478,0.2667,2.988,0.455749
0.53,2,10.5169,9.9207,0.0427,0.1435,0.4494,1.5095,0.469952
0.7205,10,17.9589,2.4925,0.0428,0.444,0.7691,7.9743,0.279477
